id,year,quarter,age,gender,income_level,education_level,visit_frequency,social_media,favorite_product_id,rating,comment,positive_comment
250,2018,3,16,false,3,2,6,3,4,5,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",true
251,2020,3,18,false,5,1,1,3,2,5,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",true
252,2021,4,37,false,3,5,6,3,3,1,Curabitur convallis.,true
253,2020,3,32,false,5,3,3,1,5,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",true
254,2022,4,46,true,2,6,1,3,4,5,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,false
255,2021,4,44,false,3,2,5,1,1,2,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,true
256,2018,3,40,false,4,1,3,3,1,1,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,true
257,2023,2,18,true,4,4,2,2,6,1,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",true
258,2021,4,23,true,2,4,2,3,4,2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,true
259,2023,1,32,true,4,3,1,3,6,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,true
260,2017,1,20,true,5,3,3,1,6,4,Cras non velit nec nisi vulputate nonummy.,false
261,2018,1,48,false,1,3,3,1,8,5,Proin eu mi.,true
262,2018,4,13,false,3,2,7,2,3,0,Quisque porta volutpat erat.,false
263,2017,4,48,false,5,1,3,2,1,3,Suspendisse potenti.,false
264,2021,4,36,false,2,5,7,1,1,3,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,false
265,2022,4,28,false,3,3,6,1,5,2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",false
266,2019,4,37,false,5,4,6,1,8,2,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",true
267,2019,2,28,false,1,4,2,2,9,2,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",false
268,2022,1,42,false,2,1,7,3,1,0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",true
269,2023,2,46,false,5,5,5,2,10,1,Mauris ullamcorper purus sit amet nulla.,false
270,2022,1,45,false,2,6,1,3,2,4,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,true
271,2020,3,17,false,1,4,2,1,9,5,In congue. Etiam justo.,true
272,2023,4,33,false,4,6,2,2,7,1,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",false
273,2020,3,48,true,2,6,7,2,1,4,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",false
274,2021,1,28,false,4,4,4,2,10,4,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",false
275,2019,1,29,false,5,2,2,3,5,1,Nulla mollis molestie lorem.,true
276,2019,1,41,false,3,2,5,3,6,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,false
277,2020,3,41,false,4,4,7,1,1,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",true
278,2018,1,23,false,1,1,1,2,8,4,Duis bibendum. Morbi non quam nec dui luctus rutrum.,false
279,2017,4,47,false,4,6,4,2,3,5,Donec semper sapien a libero. Nam dui.,true
280,2020,3,35,false,4,1,4,1,4,0,Donec dapibus. Duis at velit eu est congue elementum.,true
281,2022,1,50,false,1,6,5,1,7,3,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",false
282,2020,2,42,false,1,2,1,3,4,3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",false
283,2017,1,29,false,5,3,2,3,4,3,Quisque ut erat. Curabitur gravida nisi at nibh.,true
284,2019,4,40,false,5,2,7,2,2,1,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",true
285,2017,2,41,false,2,3,5,1,7,0,Donec dapibus. Duis at velit eu est congue elementum.,true
286,2021,3,17,true,1,4,6,3,7,4,Ut tellus. Nulla ut erat id mauris vulputate elementum.,true
287,2022,1,18,true,2,3,2,3,1,2,Aenean lectus. Pellentesque eget nunc.,false
288,2021,1,25,false,1,6,4,2,3,0,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,true
289,2023,4,22,true,1,4,2,3,2,2,Nunc purus.,false
290,2020,3,48,false,3,5,7,2,8,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",false
291,2021,3,14,true,2,3,3,1,5,2,Donec ut mauris eget massa tempor convallis.,true
292,2021,4,41,true,2,4,1,2,10,3,Donec semper sapien a libero. Nam dui.,true
293,2023,3,23,true,2,1,2,1,10,2,Maecenas ut massa quis augue luctus tincidunt.,false
294,2019,4,49,true,5,5,4,1,1,3,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,false
295,2022,1,13,true,2,2,7,2,3,1,Proin interdum mauris non ligula pellentesque ultrices.,true
296,2019,2,46,false,5,4,6,3,4,4,Vivamus in felis eu sapien cursus vestibulum.,true
297,2019,3,50,false,1,6,5,1,5,5,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",false
298,2022,2,22,false,4,4,7,3,5,0,Donec dapibus.,false
299,2021,2,38,false,2,6,6,1,10,2,Aenean sit amet justo.,false
300,2022,2,36,true,3,5,7,2,7,4,In hac habitasse platea dictumst.,false
301,2017,3,34,true,1,5,6,3,3,4,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",false
302,2022,3,14,true,1,2,3,2,3,5,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,false
303,2021,4,39,true,3,6,6,3,6,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",false
304,2021,4,42,false,4,5,3,2,3,2,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",true
305,2020,2,45,true,1,4,7,2,6,3,Suspendisse potenti.,false
306,2022,1,18,false,5,3,3,3,9,0,Praesent blandit.,false
307,2023,3,42,false,3,3,2,1,5,3,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,false
308,2023,1,40,false,4,4,4,1,1,0,Nulla tellus. In sagittis dui vel nisl.,false
309,2021,4,30,true,3,5,2,1,9,2,Ut tellus.,false
310,2017,2,40,true,5,6,7,1,4,2,Praesent blandit.,false
311,2018,3,33,false,4,1,4,3,4,5,Pellentesque ultrices mattis odio.,false
312,2021,1,50,true,1,3,2,2,10,5,Vestibulum sed magna at nunc commodo placerat.,false
313,2019,2,39,false,3,4,3,3,1,5,Quisque ut erat.,true
314,2023,1,26,false,2,1,2,2,1,5,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",false
315,2021,2,20,true,3,1,6,2,3,5,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,true
316,2022,2,28,false,5,3,7,1,8,1,Phasellus sit amet erat.,true
317,2018,3,35,true,3,4,6,2,5,1,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",false
318,2020,1,33,false,3,6,6,2,2,5,Nulla facilisi.,true
319,2021,3,29,false,2,6,4,1,1,1,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,false
320,2023,2,28,false,2,3,5,1,8,2,Nunc rhoncus dui vel sem. Sed sagittis.,false
321,2019,1,15,false,1,4,1,1,9,1,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",true
322,2020,4,49,true,4,2,3,2,5,2,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",false
323,2018,3,41,false,5,2,6,3,9,5,Duis at velit eu est congue elementum.,true
324,2018,2,27,false,3,5,1,2,6,4,Maecenas tincidunt lacus at velit.,true
325,2018,1,14,true,1,2,7,3,5,0,Vestibulum ac est lacinia nisi venenatis tristique.,true
326,2020,1,31,false,3,3,3,1,2,1,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,true
327,2021,3,29,true,2,1,4,2,6,5,Duis bibendum. Morbi non quam nec dui luctus rutrum.,true
328,2021,2,27,true,2,5,2,2,3,1,Etiam justo.,true
329,2022,4,19,false,3,4,6,1,3,3,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",false
330,2017,2,29,true,3,3,4,3,5,4,Curabitur at ipsum ac tellus semper interdum.,true
331,2017,2,43,false,4,6,6,1,2,3,Ut at dolor quis odio consequat varius. Integer ac leo.,false
332,2019,2,14,false,5,3,5,1,4,2,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,false
333,2021,3,42,false,4,4,3,2,3,1,Morbi a ipsum. Integer a nibh.,false
334,2021,1,17,true,1,1,1,2,7,3,Curabitur gravida nisi at nibh.,false
335,2017,4,18,false,5,1,7,3,8,2,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",false
336,2017,4,43,false,5,5,6,3,5,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",true
337,2018,2,32,true,1,4,3,3,8,5,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,false
338,2020,4,38,true,3,3,3,1,2,2,In blandit ultrices enim.,true
339,2018,1,49,true,4,6,5,1,3,0,Proin eu mi.,true
340,2020,3,29,false,2,5,1,1,4,0,In hac habitasse platea dictumst.,true
341,2020,1,38,true,1,6,3,3,4,5,Proin at turpis a pede posuere nonummy.,false
342,2023,1,19,false,5,4,6,3,5,0,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,true
343,2023,4,33,true,3,1,7,3,6,4,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,true
344,2018,2,47,false,3,2,6,1,3,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",false
345,2017,4,17,false,2,4,4,3,3,5,Curabitur in libero ut massa volutpat convallis.,true
346,2019,1,50,false,3,1,7,1,4,0,Proin risus. Praesent lectus.,true
347,2019,1,17,true,5,3,5,2,3,1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",false
348,2018,2,22,false,3,6,3,3,1,4,Nulla facilisi.,true
349,2021,4,44,true,5,6,6,1,10,1,Nullam molestie nibh in lectus. Pellentesque at nulla.,false
350,2021,4,24,true,5,4,1,2,10,1,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,false
351,2017,2,23,true,3,3,5,3,1,4,Aliquam erat volutpat.,false
352,2021,2,41,true,2,5,5,3,2,3,Quisque id justo sit amet sapien dignissim vestibulum.,true
353,2022,4,40,true,5,1,5,2,10,1,Sed ante. Vivamus tortor.,false
354,2017,1,31,false,2,2,4,2,10,0,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",true
355,2019,4,26,true,1,5,5,2,4,4,Praesent blandit.,true
356,2017,2,47,false,1,4,7,1,3,2,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",false
357,2021,1,20,true,3,4,4,3,3,3,Proin risus.,true
358,2019,2,37,false,2,6,2,2,6,4,Donec posuere metus vitae ipsum. Aliquam non mauris.,true
359,2019,2,41,true,4,6,6,2,5,3,Suspendisse potenti. Nullam porttitor lacus at turpis.,true
360,2021,4,45,false,3,6,1,2,1,4,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",true
361,2018,4,30,true,3,1,2,3,9,0,Donec posuere metus vitae ipsum.,true
362,2021,2,39,true,5,4,5,1,4,4,Etiam faucibus cursus urna.,true
363,2019,2,21,false,4,1,1,3,7,1,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",true
364,2020,2,21,false,2,2,3,2,10,1,Vivamus vestibulum sagittis sapien.,false
365,2017,4,34,false,3,6,7,1,5,2,Morbi non quam nec dui luctus rutrum. Nulla tellus.,true
366,2022,4,38,false,1,1,7,3,1,1,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",false
367,2021,2,26,true,5,4,3,1,3,0,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",false
368,2023,2,25,false,5,4,5,2,3,4,Proin risus. Praesent lectus.,false
369,2020,4,50,true,2,5,4,3,7,5,Morbi non lectus.,true
370,2018,1,27,true,4,1,4,2,5,0,Ut tellus.,true
371,2019,1,17,false,1,2,7,3,10,3,In congue. Etiam justo.,false
372,2020,3,13,false,2,5,7,2,7,1,Nullam porttitor lacus at turpis.,true
373,2019,1,13,false,3,4,6,1,4,3,In blandit ultrices enim.,false
374,2019,1,23,false,2,5,7,1,8,3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",false
375,2022,3,14,true,1,4,6,3,3,3,Cras in purus eu magna vulputate luctus.,false
376,2022,3,46,true,1,5,5,2,7,0,Nulla nisl. Nunc nisl.,true
377,2020,3,20,false,1,1,7,1,7,0,Sed accumsan felis.,false
378,2023,4,47,true,4,3,2,1,5,5,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,true
379,2020,2,27,true,2,6,7,3,1,4,Praesent lectus.,true
380,2023,1,35,false,5,5,2,2,5,0,Nulla ut erat id mauris vulputate elementum. Nullam varius.,false
381,2017,4,46,true,2,4,3,2,2,2,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",true
382,2022,1,30,true,3,4,4,3,1,2,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",true
383,2021,1,32,false,4,6,7,1,9,0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",false
384,2018,1,50,false,1,3,3,3,7,1,Phasellus sit amet erat.,false
385,2021,1,24,false,2,5,4,1,6,5,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",false
386,2021,4,34,true,4,6,1,3,7,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",false
387,2022,4,42,false,1,5,6,3,7,0,Suspendisse potenti. In eleifend quam a odio.,true
388,2017,1,47,false,5,5,1,2,9,0,Donec posuere metus vitae ipsum. Aliquam non mauris.,true
389,2017,1,21,false,4,4,5,2,1,0,Duis mattis egestas metus.,true
390,2020,2,43,true,5,6,4,2,5,5,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",true
391,2017,1,16,false,4,6,1,1,3,1,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",false
392,2019,1,30,false,4,5,5,3,10,4,Nulla tellus.,false
393,2023,3,44,false,2,5,3,1,7,3,Integer ac leo.,true
394,2023,3,22,false,1,5,3,3,4,3,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",true
395,2018,3,38,true,5,4,6,3,5,5,Donec semper sapien a libero.,true
396,2023,4,15,false,4,1,3,1,9,2,Nulla facilisi.,false
397,2023,3,26,true,1,1,3,1,5,1,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",false
398,2023,2,17,false,2,6,2,1,10,2,Suspendisse ornare consequat lectus.,false
399,2023,4,19,true,3,5,2,1,4,5,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",true
400,2018,3,15,true,3,1,7,3,3,4,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,false
401,2022,1,50,true,5,2,2,3,8,5,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,false
402,2022,4,28,true,1,4,3,3,1,2,Suspendisse potenti. Nullam porttitor lacus at turpis.,true
403,2019,2,36,true,2,5,6,1,1,4,Praesent lectus.,false
404,2017,1,43,true,2,5,6,3,1,4,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,false
405,2020,1,43,true,4,4,6,2,6,1,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,false
406,2020,4,49,true,2,4,4,1,7,0,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",true
407,2022,2,13,false,3,2,4,3,1,5,Suspendisse accumsan tortor quis turpis. Sed ante.,false
408,2021,3,26,false,4,5,7,1,9,3,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",true
409,2018,3,19,false,4,6,3,1,3,3,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,true
410,2020,4,42,true,4,6,4,3,10,5,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,false
411,2019,4,22,false,4,5,1,1,4,3,Maecenas ut massa quis augue luctus tincidunt.,false
412,2021,1,15,true,5,1,1,2,8,0,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",true
413,2019,3,25,false,5,3,4,3,8,4,Proin at turpis a pede posuere nonummy.,false
414,2018,2,49,true,5,1,7,2,6,5,Nulla justo.,true
415,2020,1,28,true,5,6,6,1,2,2,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,false
416,2018,2,43,false,1,6,4,3,2,3,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",false
417,2021,4,15,false,4,2,3,2,10,4,Quisque ut erat.,false
418,2022,2,32,true,3,2,1,3,1,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",false
419,2018,4,46,true,3,5,4,3,6,5,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",false
420,2021,2,32,false,5,4,7,3,2,2,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",false
421,2020,2,42,false,3,1,3,2,6,2,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,false
422,2017,2,27,false,4,5,2,2,2,0,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",true
423,2023,4,38,true,5,5,6,2,1,4,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",true
424,2022,1,22,false,5,5,7,2,3,4,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",false
425,2019,2,37,false,5,5,1,2,4,0,Nullam varius.,true
426,2020,1,33,true,2,3,6,3,6,0,Maecenas ut massa quis augue luctus tincidunt.,false
427,2019,4,33,false,3,6,7,3,3,3,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",true
428,2023,2,40,true,3,5,7,1,1,5,Pellentesque eget nunc.,false
429,2017,4,29,false,4,5,7,2,5,5,Vestibulum rutrum rutrum neque.,false
430,2017,4,21,true,5,2,2,1,9,3,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",true
431,2020,1,39,false,4,6,5,1,10,4,Donec ut dolor.,true
432,2021,1,45,true,4,1,2,1,7,0,Sed sagittis.,false
433,2019,3,35,true,3,4,7,1,8,5,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",true
434,2018,4,20,false,3,3,7,3,1,3,Nulla tellus.,true
435,2022,4,24,true,1,6,1,1,5,0,Integer non velit.,true
436,2023,2,20,true,3,6,3,1,6,5,Duis aliquam convallis nunc.,true
437,2017,1,14,true,2,5,4,3,5,5,In quis justo. Maecenas rhoncus aliquam lacus.,true
438,2021,1,28,false,3,1,7,3,5,1,Suspendisse ornare consequat lectus.,true
439,2019,3,30,true,5,3,4,3,6,5,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,true
440,2020,4,37,true,2,3,1,2,7,2,Praesent lectus.,true
441,2023,2,30,false,2,2,7,1,4,4,Nulla mollis molestie lorem.,true
442,2018,2,43,true,5,5,3,3,6,2,Curabitur in libero ut massa volutpat convallis.,false
443,2017,1,49,true,5,2,4,2,7,5,Quisque ut erat.,false
444,2022,2,13,false,4,4,5,2,2,4,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",true
445,2020,4,26,false,1,4,4,1,7,5,Phasellus sit amet erat. Nulla tempus.,false
446,2019,3,14,false,5,2,6,2,7,3,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,false
447,2023,4,23,true,4,5,3,3,2,5,Maecenas rhoncus aliquam lacus.,false
448,2020,2,45,true,5,1,3,1,6,0,Curabitur gravida nisi at nibh.,true
449,2020,2,18,true,4,6,7,3,4,2,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",true
450,2018,3,47,false,3,1,7,1,6,5,Morbi vel lectus in quam fringilla rhoncus.,true
451,2020,2,26,false,2,4,3,2,10,3,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",false
452,2019,3,45,true,1,4,6,1,3,5,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",true
453,2021,2,49,true,4,5,6,1,4,5,Praesent blandit. Nam nulla.,false
454,2018,1,50,false,2,2,7,3,4,3,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",true
455,2023,2,47,false,3,1,5,1,7,2,Duis consequat dui nec nisi volutpat eleifend.,true
456,2019,3,45,false,3,4,5,1,6,1,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,true
457,2018,1,36,false,5,1,3,1,1,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",false
458,2019,2,19,true,1,5,2,2,10,3,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,false
459,2017,4,29,false,2,2,3,1,3,1,Curabitur gravida nisi at nibh.,false
460,2023,3,24,true,3,6,3,2,1,0,Aliquam non mauris.,false
461,2021,4,34,false,1,1,5,1,8,2,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,false
462,2020,2,20,false,5,5,2,1,2,2,Nullam molestie nibh in lectus. Pellentesque at nulla.,true
463,2017,3,27,false,4,6,4,2,10,2,Praesent lectus.,false
464,2020,1,36,false,1,3,7,2,9,2,Nunc rhoncus dui vel sem.,false
465,2019,1,46,false,2,4,6,2,7,2,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,false
466,2017,4,47,false,1,4,7,2,5,2,Nullam molestie nibh in lectus. Pellentesque at nulla.,false
467,2022,2,15,true,5,5,7,1,8,2,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,false
468,2018,1,46,false,2,3,4,3,8,0,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,false
469,2018,4,19,false,1,6,4,3,1,4,Morbi a ipsum.,true
470,2023,3,44,false,4,2,6,2,4,5,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,true
471,2021,3,21,true,3,1,2,3,9,5,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",false
472,2019,3,24,true,5,3,1,3,4,0,Nulla facilisi.,false
473,2021,3,24,false,1,3,3,2,9,0,Sed ante.,true
474,2023,4,45,true,2,4,3,3,1,0,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",true
475,2023,4,29,false,3,4,7,3,8,4,Vivamus tortor. Duis mattis egestas metus.,false
476,2018,3,22,false,1,2,3,2,8,3,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",true
477,2019,1,33,false,4,2,5,2,3,3,Aliquam sit amet diam in magna bibendum imperdiet.,false
478,2023,1,28,false,4,4,1,3,2,4,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",true
479,2019,2,13,false,5,5,1,2,2,0,Aenean sit amet justo. Morbi ut odio.,true
480,2020,1,22,true,1,5,2,1,10,3,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,true
481,2022,3,43,false,2,2,1,3,1,4,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,false
482,2023,3,33,true,5,2,1,3,4,5,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,false
483,2019,2,44,false,2,6,2,2,8,5,Morbi non quam nec dui luctus rutrum. Nulla tellus.,true
484,2021,3,46,false,1,4,4,3,4,0,Etiam faucibus cursus urna. Ut tellus.,true
485,2023,3,29,false,1,5,1,2,3,5,Suspendisse potenti.,true
486,2017,1,32,false,3,3,1,3,10,5,Integer a nibh. In quis justo.,false
487,2019,2,45,false,5,5,5,2,7,1,Nulla mollis molestie lorem.,false
488,2018,3,25,false,3,6,5,2,9,2,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,false
489,2017,1,33,true,5,2,5,1,6,2,Nulla tempus.,true
490,2023,2,24,true,3,4,6,2,3,4,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,false
491,2021,1,21,false,1,4,4,2,2,5,Nunc rhoncus dui vel sem. Sed sagittis.,true
492,2019,1,42,true,4,4,5,2,9,4,Sed vel enim sit amet nunc viverra dapibus.,true
493,2022,3,14,true,5,6,2,1,6,0,Maecenas tincidunt lacus at velit.,false
494,2018,3,17,true,4,6,1,3,10,3,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,false
495,2022,2,29,false,5,4,6,2,6,2,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,false
496,2020,3,46,false,5,6,2,3,9,5,Pellentesque at nulla.,false
497,2017,3,16,false,4,1,5,2,7,0,Ut tellus. Nulla ut erat id mauris vulputate elementum.,false
498,2018,2,17,true,2,1,1,3,3,3,Morbi non quam nec dui luctus rutrum.,false
499,2022,4,25,true,1,1,5,1,10,0,Cras pellentesque volutpat dui.,false
500,2021,3,40,true,2,2,5,1,7,3,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,true
501,2018,3,36,true,4,3,5,1,7,4,Integer a nibh. In quis justo.,true
502,2017,4,32,true,3,3,5,3,6,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",false
503,2018,2,23,true,5,1,6,1,1,3,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",true
